post_id,account,topic,views,sentiment_positive,sentiment_neutral,sentiment_negative,post_date,post_month
46,Life creates Life,carbon_cycle,0,0.16712182080825919,0.31313216335222976,0.519746015839511,2021-05-16,5
47,Life creates Life,zoology,1,0.06189920048365451,0.4886201605446552,0.44948063897169016,2020-08-21,8
48,Data Magus,anime,60,0.2171684726844355,0.5148495087401708,0.2679820185753937,2021-01-02,1
49,Life creates Life,nitrogen_cycle,1,0.25526763264633795,0.02861777755319337,0.7161145898004686,2021-03-27,3
50,Life creates Life,nitrogen_cycle,33,0.6479794148883843,0.049027135483984206,0.3029934496276316,2020-11-29,11
51,Life creates Life,geology,15,0.8473384580287129,0.09713942448644472,0.05552211748484242,2020-11-10,11
52,Life creates Life,jurassic_period,29,0.12944605299037013,0.8171896891198484,0.05336425788978153,2020-11-29,11
53,Code Magus,magic,18,0.39539234693091263,0.5084030368324056,0.09620461623668178,2020-09-06,9
54,Life creates Life,jurassic_period,2,0.471707037756912,0.16602464730889066,0.3622683149341974,2021-07-27,7
55,Code Magus,java,5,0.5380049972995683,0.4112786828382134,0.050716319862218195,2021-01-16,1
56,Life creates Life,carbon_cycle,0,0.752494651550155,0.16138026626849972,0.08612508218134517,2021-04-15,4
57,Data Magus,environmental_science,67,0.02013765169120952,0.4323493166851159,0.5475130316236747,2020-09-12,9
58,Code Magus,java,53,0.016875763454987425,0.7240151827216473,0.2591090538233652,2021-05-04,5
59,Life creates Life,jurassic_period,32,0.4313695890160119,0.07977057522553552,0.4888598357584526,2021-02-04,2
60,Life creates Life,geological_period,2,0.1439279247978913,0.8125237502228593,0.04354832497924945,2020-08-16,8
61,Data Magus,data_analytics,0,0.13353506150768676,0.038557382979360545,0.8279075555129527,2021-05-13,5
62,Code Magus,open_source,2,0.6037634021324071,0.08583913382454117,0.31039746404305163,2020-09-11,9
63,Data Magus,data_science,18,0.5206918829880781,0.24821023694582384,0.23109788006609813,2021-03-01,3
64,Data Magus,data_analytics,23,0.10449269187840092,0.03688159655475498,0.8586257115668442,2021-07-14,7
65,Life creates Life,extinction_events,10,0.6195192941987034,0.26928222950067315,0.1111984763006235,2020-09-07,9
66,Life creates Life,nature,7,0.10744212254479932,0.3237676868819901,0.5687901905732107,2021-06-30,6
67,Data Magus,environmental_science,21,0.4619081003253545,0.3205337660848781,0.2175581335897674,2021-05-29,5
68,Data Magus,anime,48,0.034434712448289405,0.06906953420594836,0.8964957533457623,2021-07-03,7
69,Data Magus,machine_learning,5,0.8891645545314215,0.008810276821506308,0.10202516864707223,2020-11-25,11
70,Life creates Life,extinction_events,1,0.8579103792871556,0.0039970276852902935,0.13809259302755422,2020-12-04,12
71,Code Magus,haskell,16,0.26274055494062215,0.38875117389943675,0.34850827115994115,2021-01-01,1
72,Data Magus,anime,66,0.14345902756529266,0.7035497008615366,0.1529912715731708,2020-10-07,10
73,Data Magus,python,88,0.13984639237371033,0.4875564852080156,0.37259712241827414,2021-05-08,5
74,Life creates Life,earth,24,0.49738400484174694,0.28177334139132015,0.22084265376693293,2021-07-14,7
75,Data Magus,python,0,0.11371632567182256,0.5300017844775718,0.35628188985060566,2021-02-16,2
76,Code Magus,python,42,0.06369276038032336,0.8225877364895003,0.11371950313017633,2021-07-22,7
77,Data Magus,data_analytics,64,0.4630654715588086,0.2074661559601898,0.32946837248100164,2020-11-27,11
78,Code Magus,java,70,0.31223573426115026,0.3845329702866843,0.30323129545216543,2020-09-17,9
79,Code Magus,javascript,78,0.11879052376637675,0.7009701415823247,0.18023933465129863,2021-03-08,3
80,Data Magus,data_analytics,36,0.019591016341379865,0.825271181986636,0.15513780167198415,2020-10-19,10
81,Life creates Life,geology,29,0.337363155460469,0.3680345854776456,0.2946022590618854,2021-01-17,1
82,Code Magus,javascript,42,0.1484837005133142,0.005003332230153955,0.8465129672565318,2020-08-31,8
83,Life creates Life,nitrogen_cycle,21,0.07684568161820927,0.4675650846147629,0.4555892337670277,2020-09-04,9
84,Code Magus,csharp,51,0.696609755662995,0.12671453882477898,0.17667570551222614,2020-10-15,10
85,Data Magus,machine_learning,4,0.7706478406000515,0.15421085215707087,0.07514130724287751,2021-01-22,1
86,Life creates Life,geological_period,7,0.17110210689455846,0.5785064635546089,0.2503914295508327,2021-01-01,1
87,Life creates Life,prehistory,6,0.4440660232750137,0.05377965361242831,0.5021543231125578,2021-05-28,5
88,Life creates Life,carbon_cycle,7,0.8395087011737,0.027480149439579254,0.1330111493867208,2020-08-18,8
89,Code Magus,javascript,59,0.45202162808344376,0.2907853650691405,0.2571930068474157,2021-04-15,4
90,Code Magus,software_engineering,129,0.6045290861201931,0.22215280293063516,0.17331811094917188,2021-01-11,1
91,Life creates Life,zoology,7,0.3105644275067499,0.31130528362195514,0.378130288871295,2020-11-07,11
92,Code Magus,open_source,62,0.633830286851903,0.18566580144428477,0.18050391170381222,2021-03-30,3
93,Data Magus,data_analytics,15,0.4146228588528759,0.27186204580101125,0.3135150953461127,2020-11-12,11
94,Data Magus,environmental_science,19,0.3774854820149645,0.5245010397821833,0.09801347820285207,2020-10-27,10
95,Data Magus,anime,53,0.3286262324506249,0.06887146702549315,0.602502300523882,2021-01-04,1
96,Code Magus,coding,52,0.025322699024179687,0.43348633977959655,0.5411909611962237,2021-06-18,6
97,Life creates Life,prehistory,48,0.26748568238141895,0.7079745272591942,0.024539790359386887,2021-03-10,3
98,Code Magus,java,96,0.01719218659523959,0.7810982172959581,0.20170959610880237,2020-12-28,12
99,Life creates Life,carbon_cycle,38,0.05796842758229435,0.31509963299273364,0.6269319394249719,2021-07-13,7
100,Code Magus,lua,62,0.18593419314056392,0.7458381130627546,0.06822769379668149,2020-08-10,8
101,Life creates Life,geological_period,10,0.033397705499651244,0.47700695080899974,0.48959534369134894,2021-06-21,6
102,Life creates Life,prehistory,25,0.1681631354050983,0.21464424883614652,0.6171926157587554,2021-03-16,3
103,Life creates Life,geological_period,1,0.2688011019674975,0.14434670363563162,0.586852194396871,2021-07-01,7
104,Code Magus,lua,20,0.3237708800214549,0.5924753393902298,0.08375378058831541,2020-10-20,10
105,Code Magus,java,53,0.0050143499659407445,0.6419629280385774,0.35302272199548196,2020-11-04,11
106,Life creates Life,carbon_cycle,0,0.6244163872048456,0.275779938287404,0.0998036745077504,2020-12-12,12
107,Life creates Life,prehistory,48,0.13556330035582795,0.2295019528322724,0.6349347468118995,2020-08-11,8
108,Life creates Life,nature,0,0.47107936552957785,0.40553400320983557,0.12338663126058654,2020-09-17,9
109,Data Magus,machine_learning,89,0.590637932703909,0.2552769693583828,0.1540850979377084,2020-11-06,11
110,Life creates Life,nitrogen_cycle,1,0.5330561095781287,0.3065468995297107,0.16039699089216064,2021-05-28,5
111,Life creates Life,prehistory,2,0.23496316855666566,0.757295001074324,0.007741830369010333,2021-03-10,3
112,Life creates Life,extinction_events,2,0.5818286848377707,0.22208439208269254,0.1960869230795367,2021-03-16,3
113,Life creates Life,jurassic_period,6,0.5099094785168323,0.32063470343337513,0.1694558180497924,2021-04-21,4
114,Life creates Life,prehistory,22,0.07245766157423153,0.47611088748222535,0.4514314509435431,2021-02-21,2
115,Life creates Life,geology,0,0.15006323344749403,0.44886023324091157,0.40107653331159443,2021-06-24,6
116,Code Magus,haskell,81,0.4756974787407237,0.5012504427395168,0.023052078519759444,2021-07-11,7
117,Data Magus,data_engineering,83,0.21812046854973627,0.45685341293756293,0.32502611851270086,2020-11-11,11
118,Code Magus,software_engineering,111,0.6077776531820033,0.3365420060044088,0.05568034081358786,2021-06-15,6
119,Data Magus,anime,71,0.06485242409771076,0.9113368832705655,0.023810692631723824,2021-07-07,7
120,Code Magus,magic,39,0.19347372919571776,0.6184450453654297,0.1880812254388526,2021-04-15,4
121,Code Magus,haskell,23,0.2301083857568951,0.4828040689549315,0.2870875452881733,2021-02-04,2
122,Code Magus,java,76,0.1916985337875866,0.6897247816813465,0.11857668453106673,2021-04-28,4
123,Life creates Life,extinction_events,0,0.5578257343710126,0.40476438405074333,0.037409881578244084,2020-10-31,10
124,Life creates Life,extinction_events,30,0.3658238300985803,0.5405886584534983,0.09358751144792142,2021-04-06,4
125,Data Magus,anime,75,0.07504561386730009,0.8690893598042213,0.055865026328478506,2020-10-24,10
126,Life creates Life,nitrogen_cycle,11,0.16914057542675212,0.8204919141142114,0.010367510459036508,2021-01-29,1
127,Code Magus,open_source,84,0.7866623484567152,0.15461334573806895,0.05872430580521578,2020-12-13,12
128,Code Magus,java,29,0.2785162588260525,0.2314206411589303,0.4900631000150171,2020-09-14,9
129,Data Magus,data_engineering,176,0.40415145847658,0.49503568973013556,0.10081285179328432,2020-10-09,10
130,Code Magus,java,46,0.06050657128917252,0.4301821019842771,0.5093113267265504,2021-03-15,3
131,Code Magus,python,49,0.823617724590119,0.09410125119180468,0.08228102421807627,2020-11-22,11
132,Code Magus,coding,90,0.3267200262572504,0.09089410633291176,0.582385867409838,2021-02-22,2
133,Data Magus,data_engineering,18,0.5006016460840523,0.14349770898072978,0.3559006449352179,2021-04-26,4
134,Data Magus,data_analytics,30,0.36560739970850487,0.02832896750541491,0.6060636327860801,2021-01-31,1
135,Data Magus,data_analytics,110,0.24771668733941557,0.6164980562155253,0.13578525644505915,2021-01-31,1
136,Code Magus,python,1,0.817609701002649,0.1784460045879564,0.003944294409394716,2020-09-26,9
137,Data Magus,magic,7,0.8307502653407672,0.03372654915886588,0.13552318550036688,2021-03-03,3
138,Life creates Life,nitrogen_cycle,14,0.43707272748924436,0.43867361508505204,0.1242536574257036,2021-05-27,5
139,Code Magus,java,75,0.5147307461107082,0.3065083285260053,0.1787609253632864,2021-01-12,1
140,Data Magus,anime,26,0.1369064083170178,0.3835309735779186,0.4795626181050636,2021-03-29,3
141,Data Magus,environmental_science,15,0.4866147109387533,0.48370892053319353,0.029676368528053176,2020-10-05,10
142,Data Magus,python,115,0.44323685224186554,0.03852481856726502,0.5182383291908695,2021-04-23,4
143,Data Magus,magic,73,0.18197086971480333,0.6830268596770777,0.1350022706081189,2021-04-30,4
144,Life creates Life,extinction_events,2,0.07271508296937997,0.09012012212918655,0.8371647949014336,2021-05-31,5
145,Data Magus,python,29,0.831977458875972,0.09211291134056321,0.0759096297834649,2021-02-26,2
146,Data Magus,anime,3,0.4013405537018011,0.02511555386848035,0.5735438924297187,2020-10-02,10
147,Code Magus,python,119,0.8759368436583361,0.06067115244861965,0.06339200389304421,2021-04-23,4
148,Life creates Life,carbon_cycle,15,0.8224070066806621,0.08934747196421716,0.08824552135512075,2021-01-16,1
149,Life creates Life,geology,19,0.18855261194087083,0.33108197178470145,0.4803654162744278,2020-11-04,11
150,Life creates Life,nitrogen_cycle,9,0.7145572286555928,0.24093592602880004,0.044506845315607155,2020-08-07,8
151,Data Magus,environmental_science,120,0.5229651206597603,0.28473146253466863,0.192303416805571,2021-02-16,2
152,Data Magus,python,162,0.7483474906328611,0.03724936848377256,0.21440314088336646,2021-06-11,6
153,Code Magus,lua,10,0.016272208670737358,0.901144779440199,0.08258301188906364,2020-12-01,12
154,Code Magus,lua,22,0.09736925306103843,0.09624171850323886,0.8063890284357227,2021-02-07,2
155,Life creates Life,prehistory,29,0.24825748380058205,0.15858977063062266,0.5931527455687952,2020-09-02,9
156,Data Magus,python,65,0.1656681832252101,0.1186518519737741,0.7156799648010159,2021-06-15,6
157,Code Magus,coding,48,0.07092747238385677,0.9256453068688262,0.0034272207473170883,2021-02-16,2
158,Code Magus,coding,52,0.6076169042215978,0.00765374540958339,0.38472935036881883,2020-11-10,11
159,Code Magus,software_engineering,7,0.12970104084569878,0.8570440771709933,0.013254881983307992,2020-08-10,8
160,Data Magus,data_analytics,141,0.16042317597164196,0.6924042987479755,0.14717252528038252,2020-08-04,8
161,Data Magus,anime,118,0.355952054780686,0.42669324942481535,0.21735469579449865,2020-09-13,9
162,Life creates Life,jurassic_period,17,0.23630079224030145,0.21001961199611185,0.5536795957635868,2021-01-07,1
163,Code Magus,open_source,18,0.013759361924357187,0.09757649563429739,0.8886641424413455,2020-12-25,12
164,Data Magus,anime,17,0.5836771878446138,0.16064710580904318,0.2556757063463431,2021-05-26,5
165,Life creates Life,jurassic_period,0,0.28095066597079005,0.18022800377281356,0.5388213302563963,2020-11-16,11
166,Life creates Life,zoology,9,0.31293333183240934,0.6289795600783553,0.05808710808923543,2021-01-19,1
167,Code Magus,open_source,97,0.40068705628112256,0.4683514771207757,0.13096146659810165,2021-02-26,2
168,Data Magus,magic,73,0.27242959344177,0.13136976384310883,0.5962006427151212,2020-12-25,12
169,Code Magus,software_engineering,90,0.3078126585684222,0.047324991118952116,0.6448623503126257,2021-07-19,7
170,Life creates Life,nature,31,0.2874788193106803,0.4974344644869697,0.21508671620234998,2020-08-13,8
171,Code Magus,python,112,0.2267658552417338,0.1292499081043379,0.6439842366539283,2020-09-06,9
172,Life creates Life,nature,0,0.9649638853434223,0.02221044762810585,0.012825667028471863,2021-07-03,7
173,Code Magus,java,21,0.07266585731781436,0.255935134869969,0.6713990078122167,2021-03-29,3
174,Data Magus,data_science,172,0.10556193182203012,0.5839398032321723,0.3104982649457975,2021-06-28,6
175,Life creates Life,zoology,17,0.48853883063846254,0.2573845015429199,0.25407666781861743,2020-08-12,8
176,Life creates Life,jurassic_period,7,0.42511348603869586,0.3601914122906641,0.21469510167064007,2021-05-16,5
177,Life creates Life,earth,3,0.015537787591688943,0.5356509180688355,0.4488112943394757,2020-10-02,10
178,Data Magus,data_science,14,0.5567830748152373,0.3879877920015147,0.05522913318324809,2020-11-20,11
179,Data Magus,magic,67,0.2342119523329944,0.46292626228428807,0.3028617853827175,2021-01-06,1
180,Data Magus,anime,97,0.278232868823648,0.5863518308337038,0.1354153003426482,2021-03-27,3
181,Life creates Life,nature,14,0.7210809885599322,0.21814572873814747,0.060773282701920325,2021-01-25,1
182,Code Magus,coding,59,0.4420098044234096,0.3820241389008431,0.17596605667574736,2021-07-14,7
183,Data Magus,machine_learning,44,0.0612311708540044,0.5656032056321748,0.3731656235138208,2021-03-15,3
184,Code Magus,software_engineering,108,0.35866398232952285,0.17797623905974633,0.4633597786107308,2020-11-24,11
185,Data Magus,magic,24,0.21587377409103642,0.22134903689082178,0.5627771890181418,2021-03-09,3
186,Life creates Life,jurassic_period,0,0.749046156751271,0.2086117880995713,0.042342055149157655,2021-06-17,6
187,Data Magus,politics,155,0.39159748644791975,0.26951465319494816,0.3388878603571322,2021-05-15,5
188,Data Magus,data_science,56,0.5975899441206195,0.3658495068567259,0.03656054902265465,2021-04-03,4
189,Life creates Life,nature,40,0.23705189260862644,0.4894919396651263,0.2734561677262472,2020-09-05,9
190,Code Magus,coding,9,0.17181495098454783,0.7003353556168941,0.12784969339855798,2020-12-18,12
191,Code Magus,haskell,26,0.2616613139473411,0.555171192670583,0.18316749338207577,2020-10-06,10
192,Life creates Life,geology,33,0.16375318878305767,0.33372601256913653,0.5025207986478057,2021-02-09,2
193,Code Magus,java,21,0.046134125479944194,0.7573884476372567,0.19647742688279912,2021-06-07,6
194,Data Magus,magic,27,0.0618887444439643,0.1273234067405177,0.8107878488155179,2021-04-18,4
195,Code Magus,python,101,0.3261046718027845,0.19158764707565887,0.4823076811215566,2020-12-30,12
196,Data Magus,machine_learning,2,0.5587569292303316,0.16051976951225225,0.2807233012574162,2021-04-17,4
197,Code Magus,haskell,13,0.30364974831480024,0.3651282882628165,0.3312219634223832,2021-04-18,4
198,Life creates Life,carbon_cycle,1,0.6210447870750281,0.12174047474872596,0.257214738176246,2021-07-20,7
199,Data Magus,machine_learning,77,0.5656725545032719,0.16000947669952795,0.2743179687972001,2021-04-08,4
200,Data Magus,politics,38,0.4255752951204173,0.4805305045871968,0.09389420029238592,2021-02-06,2
201,Life creates Life,nature,12,0.26195560161621245,0.46226607198614117,0.2757783263976463,2021-01-22,1
202,Life creates Life,nature,13,0.11070083034162473,0.15321247223726053,0.7360866974211147,2021-04-10,4
203,Code Magus,java,4,0.16696466656196238,0.3272799291084836,0.505755404329554,2021-04-24,4
204,Code Magus,csharp,54,0.4159040644971663,0.014226645398236544,0.5698692901045971,2020-12-17,12
205,Life creates Life,geology,3,0.314635963074597,0.027146653012067375,0.6582173839133354,2020-12-31,12
206,Code Magus,python,42,0.8675739358644836,0.021554421752572255,0.11087164238294415,2020-10-20,10
207,Code Magus,csharp,1,0.5089319868111366,0.42780423502421516,0.06326377816464825,2021-05-31,5
208,Life creates Life,extinction_events,4,0.172675855476509,0.34019644258767257,0.4871277019358185,2020-10-21,10
209,Data Magus,politics,17,0.47108856281826866,0.2251792012037274,0.303732235978004,2021-06-28,6
210,Code Magus,javascript,7,0.8073909322711142,0.021925554630478045,0.17068351309840765,2021-04-12,4
211,Code Magus,csharp,20,0.29594521685009284,0.5342838914395488,0.16977089171035847,2020-08-05,8
212,Data Magus,python,33,0.5180844764115217,0.07732517241423456,0.40459035117424375,2020-09-12,9
213,Code Magus,haskell,16,0.562589723287336,0.2053980026727833,0.2320122740398808,2021-03-17,3
214,Data Magus,politics,23,0.5366304628432651,0.02297061546209245,0.44039892169464245,2021-05-30,5
215,Code Magus,coding,15,0.3118080033490024,0.5207576237844967,0.16743437286650098,2021-02-01,2
216,Data Magus,machine_learning,91,0.5205982028356243,0.21190283603820087,0.26749896112617494,2021-07-18,7
217,Code Magus,magic,4,0.6659211973927287,0.2951803263968517,0.0388984762104197,2020-08-24,8
218,Life creates Life,nitrogen_cycle,35,0.25485007118909864,0.29245752459033314,0.4526924042205682,2021-05-02,5
219,Life creates Life,jurassic_period,29,0.5457787581077966,0.1318333875446826,0.32238785434752076,2021-02-11,2
220,Life creates Life,earth,6,0.19318690333115135,0.4446127379440281,0.3622003587248206,2021-04-10,4
221,Data Magus,python,115,0.07753892832662193,0.7585022220076386,0.1639588496657395,2021-07-09,7
222,Code Magus,lua,53,0.49776042943038484,0.19731233243053384,0.30492723813908135,2021-05-09,5
223,Code Magus,java,47,0.4251843094296597,0.26381703650955096,0.31099865406078947,2020-09-27,9
224,Data Magus,anime,23,0.11999809796579808,0.06807965358499343,0.8119222484492085,2021-01-13,1
225,Life creates Life,prehistory,8,0.061707669059633465,0.5485006566439771,0.38979167429638945,2021-03-05,3
226,Code Magus,lua,3,0.8657830840692022,0.025473587805167015,0.10874332812563078,2020-11-18,11
227,Data Magus,data_engineering,54,0.4849980241030689,0.2788786950040909,0.23612328089284024,2020-09-28,9
228,Data Magus,data_science,142,0.18756676263135966,0.11784398236348996,0.6945892550051505,2020-12-19,12
229,Data Magus,python,27,0.6146870889739636,0.18870480755198327,0.19660810347405325,2021-03-04,3
230,Life creates Life,jurassic_period,0,0.16398933629138696,0.7326281302816836,0.10338253342692959,2020-10-08,10
231,Code Magus,coding,23,0.23649012259217653,0.33509024874637816,0.4284196286614453,2021-07-02,7
232,Code Magus,python,36,0.2067422633248116,0.0908427760967176,0.7024149605784709,2021-05-13,5
233,Life creates Life,carbon_cycle,1,0.24702111773943553,0.6313664645039063,0.12161241775665825,2020-12-23,12
234,Data Magus,data_science,39,0.44637651711587434,0.51742016506458,0.036203317819545604,2021-05-06,5
235,Data Magus,politics,19,0.6616900503130235,0.23274446886470618,0.1055654808222703,2020-09-29,9
236,Data Magus,data_analytics,113,0.6918681528711579,0.05851225618849956,0.24961959094034267,2021-04-13,4
237,Code Magus,lua,34,0.10253975876684629,0.3991984874514663,0.49826175378168736,2020-10-21,10
238,Code Magus,lua,28,0.4365573488872727,0.307539955738703,0.2559026953740243,2020-11-17,11
239,Life creates Life,jurassic_period,2,0.08833128850426018,0.5461073337785648,0.36556137771717495,2020-10-23,10
240,Data Magus,data_analytics,27,0.6988031532371671,0.027660675368110947,0.27353617139472197,2021-05-24,5
241,Code Magus,python,0,0.912021110838468,0.06545426763368885,0.0225246215278432,2021-02-08,2
242,Data Magus,python,136,0.33368577195858257,0.21097500791799978,0.45533922012341765,2021-04-29,4
243,Life creates Life,geology,4,0.0767454161193318,0.8084716623385089,0.11478292154215947,2020-12-31,12
244,Data Magus,machine_learning,19,0.08746558171289821,0.0878225879059991,0.8247118303811027,2021-06-29,6
245,Life creates Life,geological_period,22,0.4801181019806399,0.32486151354559767,0.19502038447376235,2021-04-04,4
246,Code Magus,coding,41,0.488676392401731,0.11611356432428101,0.39521004327398795,2020-10-04,10
247,Code Magus,python,55,0.34574331240549666,0.28287226575463376,0.37138442183986947,2021-06-22,6
248,Life creates Life,geological_period,16,0.14734656213199204,0.565638021131025,0.28701541673698283,2020-08-29,8
249,Code Magus,csharp,42,0.08672464018940323,0.7543172392920171,0.15895812051857952,2021-05-28,5
250,Life creates Life,earth,32,0.18978045085209,0.5733699431884421,0.23684960595946786,2020-10-13,10
251,Life creates Life,nature,7,0.031688594213881774,0.7164442489191025,0.25186715686701566,2020-09-07,9
252,Data Magus,environmental_science,4,0.1907687580766649,0.07015459944168982,0.7390766424816454,2020-10-06,10
253,Life creates Life,nitrogen_cycle,14,0.2435578926572479,0.1918749866554601,0.5645671206872921,2021-04-20,4
254,Code Magus,javascript,56,0.7428094719599925,0.07862708869952,0.17856343934048763,2020-08-25,8
255,Code Magus,java,75,0.16982458773810347,0.8098991962451485,0.020276216016748068,2020-08-20,8
256,Code Magus,software_engineering,115,0.19285786655642256,0.32856713099058327,0.47857500245299417,2020-08-13,8
257,Data Magus,anime,9,0.18544079819516493,0.76262913494283,0.051930066862005096,2021-03-17,3
258,Life creates Life,carbon_cycle,25,0.7446016131458217,0.05419550120526963,0.20120288564890865,2021-05-12,5
259,Life creates Life,extinction_events,20,0.7905634105225301,0.08045381747028049,0.12898277200718933,2021-03-21,3
260,Data Magus,machine_learning,13,0.3579349011767193,0.35571445905922133,0.28635063976405933,2021-06-09,6
261,Life creates Life,nature,2,0.5246944862535486,0.34675391083471807,0.12855160291173337,2020-11-03,11
262,Life creates Life,carbon_cycle,19,0.14066945285886695,0.06645793150447024,0.7928726156366629,2020-09-29,9
263,Code Magus,lua,43,0.43611192885485806,0.25513263187489627,0.3087554392702458,2021-04-19,4
264,Life creates Life,geology,4,0.7372286992523779,0.04170352724950831,0.22106777349811382,2020-12-05,12
265,Code Magus,java,64,0.4225027741451355,0.566544321157014,0.010952904697850463,2021-05-07,5
266,Data Magus,environmental_science,89,0.368622869045938,0.48212885450763254,0.1492482764464294,2020-11-27,11
267,Life creates Life,earth,4,0.23959301492067833,0.5136782831502024,0.24672870192911925,2021-03-04,3
268,Life creates Life,carbon_cycle,1,0.08455485602465654,0.4386877729582452,0.47675737101709825,2021-04-06,4
269,Code Magus,coding,46,0.11973736421019784,0.28932051227570854,0.5909421235140936,2020-11-26,11
270,Code Magus,csharp,14,0.783101575514349,0.18067185895305574,0.036226565532595366,2020-09-21,9
271,Data Magus,data_engineering,34,0.6813838737613407,0.2969594678990217,0.02165665833963765,2021-06-19,6
272,Life creates Life,geology,2,0.47789194915576744,0.3842689059589375,0.13783914488529486,2020-09-18,9
273,Data Magus,environmental_science,42,0.6127350774919871,0.34869604601501275,0.038568876493,2021-05-06,5
274,Code Magus,csharp,7,0.20045257669872585,0.797267878671348,0.002279544629926039,2021-03-24,3
275,Life creates Life,extinction_events,4,0.2408691015006415,0.3014638012089173,0.45766709729044125,2021-06-09,6
